customer_id,first_name,last_name,email,gender,age,country,city,signup_date,customer_segment
24,Customer000024,User000024,customer000024@example.com,Female,54,Georgia,Tbilisi,2022-07-21,Standard
25,Customer000025,User000025,customer000025@example.com,Male,49,Kazakhstan,Almaty,2021-07-05,Gold
26,Customer000026,User000026,customer000026@example.com,Female,42,Georgia,Tbilisi,2026-02-24,Standard
27,Customer000027,User000027,customer000027@example.com,Male,48,United Kingdom,London,2022-02-27,Gold
28,Customer000028,User000028,customer000028@example.com,Female,44,Kazakhstan,Almaty,2023-12-05,Standard
29,Customer000029,User000029,customer000029@example.com,Male,53,Turkey,Istanbul,2022-02-28,Silver
30,Customer000030,User000030,customer000030@example.com,Male,48,United States,New York,2025-01-02,Standard
31,Customer000031,User000031,customer000031@example.com,Male,32,United Kingdom,London,2023-03-10,Standard
32,Customer000032,User000032,customer000032@example.com,Female,30,Spain,Madrid,2025-02-03,Standard
33,Customer000033,User000033,customer000033@example.com,Male,36,France,Paris,2025-03-25,Gold
34,Customer000034,User000034,customer000034@example.com,Female,35,Poland,Warsaw,2025-02-28,Silver
35,Customer000035,User000035,customer000035@example.com,Female,44,Georgia,Tbilisi,2023-08-25,Standard
36,Customer000036,User000036,customer000036@example.com,Male,25,Spain,Madrid,2024-01-24,Silver
37,Customer000037,User000037,customer000037@example.com,Male,18,Spain,Madrid,2023-10-29,Standard
38,Customer000038,User000038,customer000038@example.com,Female,18,Azerbaijan,Baku,2023-11-07,Standard
39,Customer000039,User000039,customer000039@example.com,Male,35,Turkey,Istanbul,2023-11-22,Standard
40,Customer000040,User000040,customer000040@example.com,Female,24,United Kingdom,London,2025-10-05,Standard
41,Customer000041,User000041,customer000041@example.com,Female,44,United States,New York,2023-10-16,Standard
42,Customer000042,User000042,customer000042@example.com,Male,33,Turkey,Istanbul,2023-06-29,Silver
43,Customer000043,User000043,customer000043@example.com,Female,18,Turkey,Istanbul,2023-05-13,Standard
44,Customer000044,User000044,customer000044@example.com,Female,55,United States,New York,2025-05-10,Standard
45,Customer000045,User000045,customer000045@example.com,Male,22,United States,New York,2023-02-12,Standard
46,Customer000046,User000046,customer000046@example.com,Male,19,UAE,Dubai,2024-05-28,Standard
47,Customer000047,User000047,customer000047@example.com,Female,37,Germany,Berlin,2021-03-18,Standard
48,Customer000048,User000048,customer000048@example.com,Male,36,Spain,Madrid,2024-03-28,Gold
49,Customer000049,User000049,customer000049@example.com,Male,40,Poland,Warsaw,2023-10-13,Standard
50,Customer000050,User000050,customer000050@example.com,Female,31,United States,New York,2025-04-07,Standard
51,Customer000051,User000051,customer000051@example.com,Female,21,Italy,Rome,2021-10-25,Gold
52,Customer000052,User000052,customer000052@example.com,Female,18,United States,New York,2023-03-02,Standard
53,Customer000053,User000053,customer000053@example.com,Female,29,United Kingdom,London,2022-06-28,Standard
54,Customer000054,User000054,customer000054@example.com,Male,18,United Kingdom,London,2024-01-25,Gold
55,Customer000055,User000055,customer000055@example.com,Female,32,Spain,Madrid,2022-08-12,Standard
56,Customer000056,User000056,customer000056@example.com,Female,40,United Kingdom,London,2024-01-10,Standard
57,Customer000057,User000057,customer000057@example.com,Male,43,United States,New York,2025-06-08,Gold
58,Customer000058,User000058,customer000058@example.com,Male,23,Italy,Rome,2022-07-06,Standard
59,Customer000059,User000059,customer000059@example.com,Female,48,Spain,Madrid,2021-06-10,Standard
60,Customer000060,User000060,customer000060@example.com,Female,38,Turkey,Istanbul,2023-07-02,Standard
61,Customer000061,User000061,customer000061@example.com,Male,35,France,Paris,2023-01-15,Silver
62,Customer000062,User000062,customer000062@example.com,Female,32,United States,New York,2025-02-14,Standard
63,Customer000063,User000063,customer000063@example.com,Female,63,Poland,Warsaw,2023-01-12,Standard
64,Customer000064,User000064,customer000064@example.com,Male,54,Germany,Berlin,2024-12-30,Standard
65,Customer000065,User000065,customer000065@example.com,Male,49,UAE,Dubai,2021-06-15,Standard
66,Customer000066,User000066,customer000066@example.com,Female,47,Poland,Warsaw,2022-09-20,Gold
67,Customer000067,User000067,customer000067@example.com,Male,33,UAE,Dubai,2025-09-15,Standard
68,Customer000068,User000068,customer000068@example.com,Male,33,Turkey,Istanbul,2021-02-21,Platinum
69,Customer000069,User000069,customer000069@example.com,Female,30,Georgia,Tbilisi,2022-11-22,Platinum
70,Customer000070,User000070,customer000070@example.com,Female,46,United States,New York,2025-03-04,Standard
71,Customer000071,User000071,customer000071@example.com,Male,18,United States,New York,2023-03-14,Silver
72,Customer000072,User000072,customer000072@example.com,Male,49,Germany,Berlin,2024-07-12,Gold
73,Customer000073,User000073,customer000073@example.com,Female,39,UAE,Dubai,2024-09-01,Standard
74,Customer000074,User000074,customer000074@example.com,Female,54,Germany,Berlin,2021-09-17,Standard
75,Customer000075,User000075,customer000075@example.com,Female,43,France,Paris,2023-09-11,Standard
76,Customer000076,User000076,customer000076@example.com,Female,20,Germany,Berlin,2025-08-12,Standard
77,Customer000077,User000077,customer000077@example.com,Female,27,United Kingdom,London,2023-04-16,Standard
78,Customer000078,User000078,customer000078@example.com,Female,45,UAE,Dubai,2023-10-15,Standard
79,Customer000079,User000079,customer000079@example.com,Male,21,Azerbaijan,Baku,2024-09-10,Standard
80,Customer000080,User000080,customer000080@example.com,Female,40,France,Paris,2021-01-14,Gold
81,Customer000081,User000081,customer000081@example.com,Female,31,Poland,Warsaw,2021-11-16,Standard
82,Customer000082,User000082,customer000082@example.com,Female,21,United Kingdom,London,2022-06-28,Gold
83,Customer000083,User000083,customer000083@example.com,Female,34,Italy,Rome,2023-03-13,Standard
84,Customer000084,User000084,customer000084@example.com,Male,36,Germany,Berlin,2021-03-24,Gold
85,Customer000085,User000085,customer000085@example.com,Male,46,Georgia,Tbilisi,2025-03-29,Standard
86,Customer000086,User000086,customer000086@example.com,Male,32,Germany,Berlin,2025-05-12,Standard
87,Customer000087,User000087,customer000087@example.com,Female,26,Italy,Rome,2023-03-29,Standard
88,Customer000088,User000088,customer000088@example.com,Female,33,Turkey,Istanbul,2022-03-12,Standard
89,Customer000089,User000089,customer000089@example.com,Male,32,Turkey,Istanbul,2021-10-18,Standard
90,Customer000090,User000090,customer000090@example.com,Female,64,Georgia,Tbilisi,2023-12-17,Standard
91,Customer000091,User000091,customer000091@example.com,Female,32,Azerbaijan,Baku,2023-06-19,Platinum
92,Customer000092,User000092,customer000092@example.com,Female,21,Turkey,Istanbul,2023-01-07,Silver
93,Customer000093,User000093,customer000093@example.com,Male,26,UAE,Dubai,2026-03-14,Gold
94,Customer000094,User000094,customer000094@example.com,Male,46,United Kingdom,London,2022-11-02,Gold
95,Customer000095,User000095,customer000095@example.com,Male,28,Spain,Madrid,2021-03-21,Silver
96,Customer000096,User000096,customer000096@example.com,Male,39,United States,New York,2025-06-04,Standard
97,Customer000097,User000097,customer000097@example.com,Male,38,United States,New York,2025-02-01,Standard
98,Customer000098,User000098,customer000098@example.com,Male,24,United Kingdom,London,2024-02-10,Standard
99,Customer000099,User000099,customer000099@example.com,Male,32,Spain,Madrid,2023-12-20,Standard
100,Customer000100,User000100,customer000100@example.com,Female,35,Turkey,Istanbul,2022-03-03,Standard
101,Customer000101,User000101,customer000101@example.com,Female,18,United States,New York,2021-09-24,Standard
102,Customer000102,User000102,customer000102@example.com,Male,47,Italy,Rome,2025-01-17,Silver
103,Customer000103,User000103,customer000103@example.com,Female,35,Kazakhstan,ALMATY,2022-03-15,Standard
104,Customer000104,User000104,customer000104@example.com,Female,22,Turkey,Istanbul,2025-10-17,Standard
105,Customer000105,User000105,customer000105@example.com,Female,43,Turkey,Istanbul,2021-01-08,Silver
106,Customer000106,User000106,customer000106@example.com,Male,31,Spain,Madrid,2022-07-15,Standard
107,Customer000107,User000107,customer000107@example.com,Female,38,Turkey,Istanbul,2023-04-12,Standard
108,Customer000108,User000108,customer000108@example.com,Female,38,Spain,Madrid,2024-04-13,Silver
109,Customer000109,User000109,customer000109@example.com,Male,51,Azerbaijan,Baku,2021-03-03,Standard
110,Customer000110,User000110,customer000110@example.com,Male,35,Germany,Berlin,2024-01-15,Standard
111,Customer000111,User000111,customer000111@example.com,Male,34,Italy,Rome,2021-02-27,Standard
112,Customer000112,User000112,customer000112@example.com,Male,52,Spain,Madrid,2024-01-31,Standard
113,Customer000113,User000113,customer000113@example.com,Male,56,UAE,Dubai,2022-03-07,Standard
114,Customer000114,User000114,customer000114@example.com,Female,30,UAE,Dubai,2025-03-25,Standard
115,Customer000115,User000115,customer000115@example.com,Female,37,Azerbaijan,Baku,2023-11-24,Silver
116,Customer000116,User000116,customer000116@example.com,Male,28,Azerbaijan,Baku,2024-10-10,Standard
117,Customer000117,User000117,customer000117@example.com,Male,32,Azerbaijan,Baku,2024-10-26,Standard
118,Customer000118,User000118,customer000118@example.com,Female,36,Spain,Madrid,2022-04-18,Standard
119,Customer000119,User000119,customer000119@example.com,Female,51,Kazakhstan,Almaty,2022-03-17,Standard
120,Customer000120,User000120,customer000120@example.com,Male,18,Poland,Warsaw,2025-06-20,Standard
121,Customer000121,User000121,customer000121@example.com,Male,32,Turkey,Istanbul,2022-11-03,Standard
122,Customer000122,User000122,customer000122@example.com,Female,39,Poland,Warsaw,2022-05-26,Standard
123,Customer000123,User000123,customer000123@example.com,Male,20,Spain,Madrid,2023-05-23,Silver
124,Customer000124,User000124,customer000124@example.com,Male,31,UAE,Dubai,2021-10-12,Gold
125,Customer000125,User000125,customer000125@example.com,Male,21,Turkey,Istanbul,2022-01-28,Silver
126,Customer000126,User000126,customer000126@example.com,Male,20,Poland,Warsaw,2022-01-15,Gold
127,Customer000127,User000127,customer000127@example.com,Male,71,United States,New York,2021-02-07,Silver
128,Customer000128,User000128,customer000128@example.com,Female,27,United States,New York,2024-02-01,Standard
129,Customer000129,User000129,customer000129@example.com,Male,36,Turkey,Istanbul,2025-11-22,Standard
130,Customer000130,User000130,customer000130@example.com,Female,43,Georgia,Tbilisi,2022-09-22,Standard
131,Customer000131,User000131,customer000131@example.com,Male,34,France,Paris,2021-07-17,Standard
132,Customer000132,User000132,customer000132@example.com,Female,37,Georgia,Tbilisi,2023-02-16,Gold
133,Customer000133,User000133,customer000133@example.com,Female,34,United Kingdom,London,2023-11-28,Standard
134,Customer000134,User000134,customer000134@example.com,Male,44,United Kingdom,London,2022-01-23,Standard
135,Customer000135,User000135,customer000135@example.com,Male,24,United Kingdom,London,2021-11-28,Gold
136,Customer000136,User000136,customer000136@example.com,Female,62,United States,New York,2023-03-12,Silver
137,Customer000137,User000137,customer000137@example.com,Male,24,United Kingdom,London,2022-10-18,Standard
138,Customer000138,User000138,customer000138@example.com,Female,28,United Kingdom,London,2021-10-01,Gold
139,Customer000139,User000139,customer000139@example.com,Male,27,Azerbaijan,Baku,2026-02-23,Standard
140,Customer000140,User000140,customer000140@example.com,Male,39,France,Paris,2021-05-25,Standard
141,Customer000141,User000141,customer000141@example.com,Female,42,Georgia,Tbilisi,2021-12-07,Standard
142,Customer000142,User000142,customer000142@example.com,Male,44,Turkey,Istanbul,2025-11-21,Silver
143,Customer000143,User000143,customer000143@example.com,Female,28,United States,New York,2023-08-11,Gold
144,Customer000144,User000144,customer000144@example.com,Male,22,Italy,Rome,2024-02-12,Platinum
145,Customer000145,User000145,customer000145@example.com,Male,22,United States,New York,2022-07-15,Gold
146,Customer000146,User000146,customer000146@example.com,Female,33,France,Paris,2022-09-29,Standard
147,Customer000147,User000147,customer000147@example.com,Male,43,Germany,Berlin,2024-08-17,Standard
148,Customer000148,User000148,customer000148@example.com,Female,42,Kazakhstan,Almaty,2021-02-14,Standard
149,Customer000149,User000149,customer000149@example.com,Male,18,United Kingdom,London,2021-05-02,Standard
150,Customer000150,User000150,customer000150@example.com,Female,51,Germany,Berlin,2023-04-11,Standard
151,Customer000151,User000151,customer000151@example.com,Female,40,United States,New York,2023-03-14,Standard
152,Customer000152,User000152,customer000152@example.com,Female,22,Turkey,Istanbul,2025-10-18,Standard
153,Customer000153,User000153,customer000153@example.com,Female,20,Kazakhstan,Almaty,2025-07-29,Standard
154,Customer000154,User000154,customer000154@example.com,Female,18,United States,New York,2024-05-27,Platinum
155,Customer000155,User000155,customer000155@example.com,Male,23,United States,New York,2025-03-25,Standard
156,Customer000156,User000156,customer000156@example.com,Female,44,Kazakhstan,Almaty,2021-07-14,Standard
157,Customer000157,User000157,customer000157@example.com,Female,24,United States,New York,2021-06-15,Silver
158,Customer000158,User000158,customer000158@example.com,Female,32,UAE,Dubai,2025-02-26,Standard
159,Customer000159,User000159,customer000159@example.com,Female,35,Turkey,Istanbul,2023-04-27,Silver
160,Customer000160,User000160,customer000160@example.com,Male,35,Turkey,Istanbul,2025-06-03,Standard
161,Customer000161,User000161,customer000161@example.com,Female,24,United States,New York,2021-01-16,Standard
162,Customer000162,User000162,customer000162@example.com,Male,53,Kazakhstan,Almaty,2026-01-06,Silver
163,Customer000163,User000163,customer000163@example.com,Male,33,Spain,Madrid,2024-03-03,Silver
164,Customer000164,User000164,customer000164@example.com,Female,30,Turkey,Istanbul,2023-02-28,Standard
165,Customer000165,User000165,customer000165@example.com,Female,38,Kazakhstan,Almaty,2023-10-23,Standard
166,Customer000166,User000166,customer000166@example.com,Female,34,United States,New York,2025-07-11,Standard
167,Customer000167,User000167,customer000167@example.com,Male,47,Italy,Rome,2025-03-09,Standard
168,Customer000168,User000168,customer000168@example.com,Male,22,Kazakhstan,Almaty,2021-10-13,Standard
169,Customer000169,User000169,customer000169@example.com,Male,23,Spain,Madrid,2022-04-12,Standard
170,Customer000170,User000170,customer000170@example.com,Male,37,United States,New York,2021-07-07,Standard
171,Customer000171,User000171,customer000171@example.com,Female,31,UAE,Dubai,2025-03-07,Standard
172,Customer000172,User000172,customer000172@example.com,Male,25,Kazakhstan,Almaty,2021-03-01,Standard
173,Customer000173,User000173,customer000173@example.com,Female,18,Kazakhstan,Almaty,2023-03-12,Standard
174,Customer000174,User000174,customer000174@example.com,Female,37,Kazakhstan,Almaty,2023-09-26,Standard
175,Customer000175,User000175,customer000175@example.com,Male,31,United States,New York,2023-04-13,Standard
176,Customer000176,User000176,customer000176@example.com,Male,50,Poland,Warsaw,2024-05-25,Standard
177,Customer000177,User000177,customer000177@example.com,Male,40,Spain,Madrid,2024-08-17,Standard
178,Customer000178,User000178,customer000178@example.com,Female,36,Azerbaijan,Baku,2024-08-01,Standard
179,Customer000179,User000179,customer000179@example.com,Female,36,France,Paris,2021-06-18,Standard
180,Customer000180,User000180,customer000180@example.com,Male,28,Italy,Rome,2022-12-01,Gold
181,Customer000181,User000181,customer000181@example.com,Male,34,Turkey,Istanbul,2025-08-05,Silver
182,Customer000182,User000182,customer000182@example.com,Male,41,Kazakhstan,Almaty,2024-11-08,Standard
183,Customer000183,User000183,customer000183@example.com,Male,38,Azerbaijan,Baku,2023-10-23,Standard
184,Customer000184,User000184,customer000184@example.com,Female,30,Turkey,Istanbul,2021-09-13,Standard
185,Customer000185,User000185,customer000185@example.com,Male,36,United States,New York,2022-05-26,Silver
186,Customer000186,User000186,customer000186@example.com,Female,40,Kazakhstan,Almaty,2022-01-27,Standard
187,Customer000187,User000187,customer000187@example.com,Male,50,Azerbaijan,Baku,2024-03-16,Standard
188,Customer000188,User000188,customer000188@example.com,Female,33,Germany,Berlin,2023-07-31,Standard
189,Customer000189,User000189,customer000189@example.com,Male,45,United Kingdom,London,2024-03-04,Gold
190,Customer000190,User000190,customer000190@example.com,Female,54,Georgia,Tbilisi,2021-05-25,Silver
191,Customer000191,User000191,customer000191@example.com,Male,18,UAE,Dubai,2022-10-08,Standard
192,Customer000192,User000192,customer000192@example.com,Male,21,Azerbaijan,Baku,2023-06-22,Standard
193,Customer000193,User000193,customer000193@example.com,Male,41,Italy,Rome,2022-12-07,Gold
194,Customer000194,User000194,customer000194@example.com,Male,30,Kazakhstan,Almaty,2022-10-14,Standard
195,Customer000195,User000195,customer000195@example.com,Male,22,Germany,Berlin,2023-04-26,Platinum
196,Customer000196,User000196,customer000196@example.com,Female,44,United States,New York,2023-07-19,Standard
197,Customer000197,User000197,customer000197@example.com,Male,28,United States,New York,2025-03-24,Standard
198,Customer000198,User000198,customer000198@example.com,Male,44,Georgia,Tbilisi,2022-06-17,Silver
199,Customer000199,User000199,customer000199@example.com,Female,33,Germany,Berlin,2025-06-18,Silver
200,Customer000200,User000200,customer000200@example.com,Female,38,United Kingdom,London,2025-09-10,Standard
201,Customer000201,User000201,customer000201@example.com,Female,51,Georgia,Tbilisi,2022-12-08,Standard
202,Customer000202,User000202,customer000202@example.com,Male,43,Italy,Rome,2023-02-18,Standard
203,Customer000203,User000203,customer000203@example.com,Male,41,Kazakhstan,Almaty,2022-09-14,Standard
204,Customer000204,User000204,customer000204@example.com,Female,29,Kazakhstan,Almaty,2025-04-05,Standard
205,Customer000205,User000205,customer000205@example.com,Female,37,Italy,Rome,2021-02-14,Standard
206,Customer000206,User000206,customer000206@example.com,Male,18,Germany,Berlin,2026-02-21,Standard
207,Customer000207,User000207,customer000207@example.com,Female,29,United Kingdom,London,2021-01-18,Platinum
208,Customer000208,User000208,customer000208@example.com,Male,23,United States,New York,2024-02-01,Gold
209,Customer000209,User000209,customer000209@example.com,Male,36,Turkey,Istanbul,2022-06-16,Standard
210,Customer000210,User000210,customer000210@example.com,Female,46,Germany,Berlin,2023-04-01,Platinum
211,Customer000211,User000211,customer000211@example.com,Male,57,United States,NEW YORK,2021-07-02,Standard
212,Customer000212,User000212,customer000212@example.com,Female,35,UAE,Dubai,2022-01-15,Silver
213,Customer000213,User000213,customer000213@example.com,Male,21,United Kingdom,London,2024-08-14,Standard
214,Customer000214,User000214,customer000214@example.com,Female,25,Germany,Berlin,2023-10-26,Silver
215,Customer000215,User000215,customer000215@example.com,Female,28,UAE,Dubai,2023-12-21,Standard
216,Customer000216,User000216,customer000216@example.com,Female,36,UAE,Dubai,2021-12-07,Standard
217,Customer000217,User000217,customer000217@example.com,Male,45,Turkey,Istanbul,2022-04-19,Standard
218,Customer000218,User000218,customer000218@example.com,Male,38,United States,New York,2021-11-11,Silver
219,Customer000219,User000219,customer000219@example.com,Male,35,Turkey,Istanbul,2023-11-15,Standard
220,Customer000220,User000220,customer000220@example.com,Male,36,Georgia,Tbilisi,2024-02-29,Standard
221,Customer000221,User000221,customer000221@example.com,Male,33,Turkey,Istanbul,2022-12-12,Standard
222,Customer000222,User000222,customer000222@example.com,Female,20,Georgia,Tbilisi,2023-03-29,Silver
223,Customer000223,User000223,customer000223@example.com,Male,43,Turkey,Istanbul,2025-03-06,Standard
224,Customer000224,User000224,customer000224@example.com,Male,31,Azerbaijan,Baku,2023-09-12,Silver
225,Customer000225,User000225,customer000225@example.com,Male,57,Azerbaijan,Baku,2024-12-30,Standard
226,Customer000226,User000226,customer000226@example.com,Male,24,Spain,Madrid,2021-05-21,Standard
227,Customer000227,User000227,customer000227@example.com,Female,27,UAE,Dubai,2025-09-05,Silver
228,Customer000228,User000228,customer000228@example.com,Female,50,United States,New York,2024-07-25,Standard
229,Customer000229,User000229,customer000229@example.com,Female,41,UAE,Dubai,2022-01-05,Standard
230,Customer000230,User000230,customer000230@example.com,Male,31,Turkey,Istanbul,2023-03-04,Standard
231,Customer000231,User000231,customer000231@example.com,Male,54,United Kingdom,London,2024-05-22,Gold
232,Customer000232,User000232,customer000232@example.com,Male,34,UAE,Dubai,2024-09-04,Standard
233,Customer000233,User000233,customer000233@example.com,Female,27,Turkey,Istanbul,2021-08-18,Silver
234,Customer000234,User000234,customer000234@example.com,Female,49,United States,New York,2024-11-30,Standard
235,Customer000235,User000235,customer000235@example.com,Male,31,Turkey,Istanbul,2023-02-14,Silver
236,Customer000236,User000236,customer000236@example.com,Male,34,Germany,Berlin,2026-01-31,Standard
237,Customer000237,User000237,customer000237@example.com,Female,26,Italy,Rome,2026-02-07,Standard
238,Customer000238,User000238,customer000238@example.com,Male,53,Spain,Madrid,2023-03-16,Standard
239,Customer000239,User000239,customer000239@example.com,Male,29,Germany,Berlin,2024-03-31,Standard
240,Customer000240,User000240,customer000240@example.com,Female,45,Spain,Madrid,2021-06-06,Standard
241,Customer000241,User000241,customer000241@example.com,Female,50,Kazakhstan,Almaty,2022-09-17,Silver
242,Customer000242,User000242,customer000242@example.com,Female,32,Turkey,Istanbul,2025-06-06,Silver
243,Customer000243,User000243,customer000243@example.com,Female,28,Azerbaijan,Baku,2026-01-19,Standard
244,Customer000244,User000244,customer000244@example.com,Male,23,United Kingdom,London,2025-09-02,Platinum
245,Customer000245,User000245,customer000245@example.com,Male,61,France,Paris,2024-08-06,Standard
246,Customer000246,User000246,customer000246@example.com,Male,26,Germany,Berlin,2025-08-21,Platinum
247,Customer000247,User000247,customer000247@example.com,Male,50,United Kingdom,London,2025-11-15,Silver
248,Customer000248,User000248,customer000248@example.com,Male,22,Azerbaijan,Baku,2024-04-20,Standard
249,Customer000249,User000249,customer000249@example.com,Female,33,United States,New York,2025-05-14,Standard
250,Customer000250,User000250,customer000250@example.com,Female,37,Spain,Madrid,2022-04-29,Gold
251,Customer000251,User000251,customer000251@example.com,Male,40,Kazakhstan,Almaty,2022-05-13,Silver
252,Customer000252,User000252,customer000252@example.com,Male,46,Italy,Rome,2024-10-08,Silver
253,Customer000253,User000253,customer000253@example.com,Female,47,Italy,Rome,2025-02-08,Gold
254,Customer000254,User000254,customer000254@example.com,Male,31,UAE,Dubai,2022-08-11,Standard
255,Customer000255,User000255,customer000255@example.com,Male,35,Kazakhstan,Almaty,2021-09-27,Standard
256,Customer000256,User000256,customer000256@example.com,Male,30,United Kingdom,London,2022-05-11,Silver
257,Customer000257,User000257,customer000257@example.com,Female,31,Italy,Rome,2026-02-20,Standard
258,Customer000258,User000258,customer000258@example.com,Male,37,United States,New York,2025-12-28,Silver
259,Customer000259,User000259,customer000259@example.com,Female,36,Spain,Madrid,2023-09-25,Standard
260,Customer000260,User000260,customer000260@example.com,Male,43,United States,New York,2021-07-31,Standard
261,Customer000261,User000261,customer000261@example.com,Female,36,Azerbaijan,Baku,2024-01-21,Silver
262,Customer000262,User000262,customer000262@example.com,Male,26,Italy,Rome,2023-05-24,Standard
263,Customer000263,User000263,customer000263@example.com,Male,24,France,Paris,2021-03-24,Standard
264,Customer000264,User000264,customer000264@example.com,Female,45,France,Paris,2024-09-22,Gold
265,Customer000265,User000265,customer000265@example.com,Female,33,Kazakhstan,Almaty,2023-06-17,Standard
266,Customer000266,User000266,customer000266@example.com,Female,41,Poland,Warsaw,2024-08-05,Standard
267,Customer000267,User000267,customer000267@example.com,Female,18,Azerbaijan,Baku,2023-07-06,Standard
268,Customer000268,User000268,customer000268@example.com,Male,20,France,Paris,2022-07-17,Standard
269,Customer000269,User000269,customer000269@example.com,Male,52,United Kingdom,London,2022-10-27,Silver
270,Customer000270,User000270,customer000270@example.com,Female,20,Germany,Berlin,2024-04-27,Standard
271,Customer000271,User000271,customer000271@example.com,Male,28,Georgia,Tbilisi,2025-03-09,Gold
272,Customer000272,User000272,customer000272@example.com,Female,37,Kazakhstan,Almaty,2025-08-27,Standard
273,Customer000273,User000273,customer000273@example.com,Male,55,Azerbaijan,Baku,2022-06-28,Platinum
274,Customer000274,User000274,customer000274@example.com,Male,18,Germany,Berlin,2023-10-09,Silver
275,Customer000275,User000275,customer000275@example.com,Male,48,UAE,Dubai,2021-10-29,Standard
276,Customer000276,User000276,customer000276@example.com,Female,33,Poland,Warsaw,2024-03-08,Standard
277,Customer000277,User000277,customer000277@example.com,Male,44,Turkey,Istanbul,2023-05-01,Standard
278,Customer000278,User000278,customer000278@example.com,Male,24,United Kingdom,London,2023-06-26,Silver
279,Customer000279,User000279,customer000279@example.com,Female,41,Italy,Rome,2021-02-21,Standard
280,Customer000280,User000280,customer000280@example.com,Female,29,Georgia,Tbilisi,2025-01-03,Standard
281,Customer000281,User000281,customer000281@example.com,Male,38,Germany,Berlin,2025-08-11,Standard
282,Customer000282,User000282,customer000282@example.com,Male,44,Spain,Madrid,2024-01-24,Gold
283,Customer000283,User000283,customer000283@example.com,Male,23,Turkey,Istanbul,2024-08-27,Standard
284,Customer000284,User000284,customer000284@example.com,Female,21,France,Paris,2025-04-25,Standard
285,Customer000285,User000285,customer000285@example.com,Male,48,Spain,Madrid,2023-09-15,Standard
286,Customer000286,User000286,customer000286@example.com,Male,38,Kazakhstan,Almaty,2025-07-08,Silver
287,Customer000287,User000287,customer000287@example.com,Male,46,Turkey,Istanbul,2024-11-12,Gold
288,Customer000288,User000288,customer000288@example.com,Female,47,Germany,Berlin,2022-05-10,Silver
289,Customer000289,User000289,customer000289@example.com,Female,20,Italy,Rome,2023-01-15,Standard
290,Customer000290,User000290,customer000290@example.com,Female,29,Kazakhstan,Almaty,2022-12-19,Standard
291,Customer000291,User000291,customer000291@example.com,Male,31,France,Paris,2021-06-05,Standard
292,Customer000292,User000292,customer000292@example.com,Female,32,United States,New York,2023-12-11,Standard
293,Customer000293,User000293,customer000293@example.com,Male,25,Poland,Warsaw,2022-12-04,Gold
294,Customer000294,User000294,customer000294@example.com,Female,52,Spain,Madrid,2022-10-25,Silver
295,Customer000295,User000295,customer000295@example.com,Female,31,Germany,Berlin,2024-10-03,Gold
296,Customer000296,User000296,customer000296@example.com,Male,19,United Kingdom,London,2024-05-28,Standard
297,Customer000297,User000297,customer000297@example.com,Female,43,Spain,Madrid,2025-12-26,Standard
298,Customer000298,User000298,customer000298@example.com,Female,35,Poland,Warsaw,2023-08-18,Gold
299,Customer000299,User000299,customer000299@example.com,Female,33,UAE,Dubai,2021-02-02,Standard
300,Customer000300,User000300,customer000300@example.com,Female,18,United States,New York,2021-11-20,Standard
